order_id,product_id,quantity,unit_price
O300662,P200009,3,10.41
O300663,P200211,2,128.76
O300663,P200228,3,115.46
O300663,P200101,3,8.11
O300664,P200118,3,42.74
O300664,P200191,1,7.62
O300664,P200140,3,17.43
O300665,P200033,1,26.89
O300665,P200167,2,135.96
O300665,P200111,1,36.78
O300665,P200221,2,401.11
O300666,P200204,1,717.95
O300666,P200098,2,102.06
O300666,P200220,2,34.61
O300666,P200009,3,12.88
O300667,P200206,3,37.25
O300667,P200173,1,11.21
O300667,P200181,2,91.39
O300667,P200147,1,72.11
O300667,P200133,2,23.93
O300668,P200015,2,122.95
O300668,P200217,2,153.37
O300669,P200148,3,44.02
O300669,P200160,1,48.49
O300669,P200206,3,40.45
O300669,P200015,2,141.2
O300670,P200226,1,114.36
O300670,P200104,2,74.35
O300671,P200152,2,120.95
O300671,P200109,2,22.8
O300671,P200226,3,93.04
O300671,P200133,3,22.78
O300671,P200067,3,6.04
O300672,P200181,1,89.74
O300673,P200152,1,131.93
O300673,P200083,2,138.8
O300673,P200225,3,8.66
O300673,P200015,1,130.8
O300674,P200201,1,114.84
O300675,P200039,3,62.61
O300675,P200234,1,11.8
O300675,P200025,1,74.66
O300675,P200151,3,116.25
O300675,P200002,3,20.74
O300676,P200227,1,32.3
O300676,P200059,3,26.61
O300676,P200127,2,109.84
O300676,P200141,1,101.69
O300676,P200134,3,95.52
O300677,P200094,2,65.23
O300677,P200191,1,7.53
O300677,P200114,1,107.53
O300677,P200089,2,42.89
O300677,P200034,1,90.4
O300678,P200237,3,101.96
O300678,P200179,3,104.35
O300678,P200206,1,45.09
O300678,P200113,3,59.59
O300679,P200115,2,43.69
O300679,P200227,2,31.36
O300679,P200207,3,35.22
O300680,P200246,3,92.33
O300680,P200020,1,107.17
O300681,P200049,3,41.28
O300681,P200129,3,126.75
O300681,P200072,2,42.43
O300681,P200021,1,59.6
O300681,P200055,3,102.06
O300682,P200029,1,15.95
O300682,P200027,2,33.5
O300682,P200136,1,134.84
O300683,P200098,2,109.64
O300683,P200058,3,60.02
O300683,P200079,2,8.96
O300683,P200008,1,23.83
O300683,P200242,3,81.94
O300684,P200121,3,38.69
O300684,P200211,3,121.16
O300684,P200007,1,59.09
O300684,P200116,2,159.99
O300685,P200179,2,93.69
O300685,P200054,1,86.42
O300685,P200005,2,27.79
O300685,P200108,2,66.27
O300686,P200095,2,128.63
O300686,P200076,1,72.34
O300687,P200110,3,97.12
O300687,P200155,3,98.07
O300687,P200222,3,91.53
O300688,P200218,3,95.96
O300688,P200182,3,9.23
O300688,P200145,1,125.08
O300689,P200176,2,94.76
O300689,P200051,1,129.02
O300689,P200170,3,47.2
O300689,P200034,2,98.29
O300690,P200241,1,94.71
O300690,P200167,1,122.07
O300690,P200073,3,156.06
O300690,P200247,2,15.01
O300691,P200217,2,126.49
O300692,P200105,2,105.63
O300692,P200000,1,155.08
O300693,P200185,3,130.87
O300694,P200195,3,30.8
O300694,P200167,1,115.28
O300694,P200214,1,108.08
O300695,P200156,2,87.35
O300695,P200013,3,89.7
O300695,P200063,1,89.14
O300695,P200003,1,109.35
O300696,P200100,2,33.29
O300696,P200140,1,20.26
O300697,P200198,2,329.89
O300697,P200075,1,55.35
O300697,P200202,3,115.45
O300697,P200051,2,118.79
O300698,P200072,1,43.19
O300699,P200032,3,569.78
O300699,P200044,1,138.38
O300699,P200071,2,51.01
O300699,P200103,3,119.09
O300699,P200053,3,122.11
O300700,P200219,2,220.0
O300700,P200009,1,11.6
O300700,P200216,2,103.05
O300700,P200149,3,81.23
O300701,P200019,2,407.45
O300701,P200192,3,61.32
O300701,P200197,1,442.68
O300701,P200081,3,606.62
O300702,P200236,2,36.34
O300702,P200116,3,187.19
O300702,P200067,1,5.46
O300702,P200175,2,14.77
O300703,P200066,3,36.58
O300703,P200063,3,81.31
O300704,P200002,1,20.71
O300704,P200164,3,125.18
O300704,P200173,1,12.44
O300704,P200215,2,128.49
O300704,P200143,3,13.35
O300705,P200205,1,155.76
O300705,P200107,3,42.85
O300705,P200191,2,6.76
O300705,P200168,1,234.23
O300706,P200035,3,45.04
O300707,P200129,1,124.07
O300707,P200158,2,150.98
O300707,P200007,1,69.08
O300707,P200244,2,43.26
O300707,P200167,2,119.55
O300708,P200144,2,82.85
O300708,P200238,2,33.41
O300708,P200082,2,124.09
O300708,P200016,2,404.48
O300709,P200144,1,90.27
O300709,P200249,2,98.77
O300710,P200078,1,17.93
O300710,P200050,3,32.92
O300710,P200197,1,517.15
O300710,P200062,1,30.05
O300710,P200163,3,66.52
O300711,P200154,3,239.9
O300711,P200132,2,103.41
O300712,P200207,1,38.02
O300712,P200042,3,76.97
O300712,P200223,3,39.92
O300712,P200230,3,112.13
O300713,P200243,1,60.41
O300713,P200148,1,36.18
O300713,P200005,3,24.35
O300713,P200015,3,126.06
O300714,P200075,2,61.72
O300714,P200234,3,13.05
O300714,P200024,1,103.0
O300714,P200170,2,54.64
O300714,P200196,1,37.95
O300715,P200080,1,35.84
O300715,P200110,1,97.89
O300715,P200020,3,118.5
O300716,P200139,2,279.78
O300716,P200248,2,5.03
O300716,P200214,2,110.45
O300716,P200163,1,64.47
O300716,P200243,1,68.94
O300717,P200169,2,62.98
O300717,P200099,3,15.65
O300718,P200088,1,96.95
O300718,P200045,2,52.5
O300718,P200222,1,102.33
O300718,P200225,1,10.04
O300718,P200068,1,17.64
O300719,P200248,2,5.5
O300719,P200101,1,9.25
O300720,P200016,2,389.67
O300720,P200035,1,38.32
O300720,P200237,3,111.49
O300720,P200023,2,121.29
O300720,P200066,2,36.39
O300721,P200016,1,385.06
O300721,P200176,2,94.78
O300721,P200065,3,139.47
O300721,P200072,2,37.32
O300722,P200238,1,30.27
O300722,P200032,1,512.72
O300722,P200013,1,93.72
O300722,P200197,3,441.99
O300723,P200135,1,29.59
O300724,P200113,2,54.06
O300724,P200146,3,14.02
O300724,P200147,1,75.94
O300725,P200110,3,84.99
O300726,P200041,1,120.46
O300726,P200060,2,72.68
O300726,P200020,1,129.12
O300726,P200011,2,34.85
O300726,P200106,1,9.31
O300727,P200120,2,67.04
O300727,P200170,1,53.67
O300728,P200009,1,11.54
O300728,P200069,2,34.97
O300728,P200190,2,14.74
O300728,P200145,3,111.03
O300728,P200230,2,120.85
O300729,P200246,3,105.81
O300729,P200124,3,311.42
O300729,P200177,3,28.92
O300729,P200167,2,114.5
O300729,P200104,1,87.36
O300730,P200128,2,58.23
O300731,P200051,3,127.53
O300731,P200049,3,39.75
O300731,P200246,2,115.97
O300731,P200189,1,99.67
O300732,P200078,2,16.37
O300732,P200028,3,88.96
O300733,P200013,2,84.76
O300734,P200025,1,76.22
O300734,P200178,1,8.99
O300735,P200116,1,166.75
O300735,P200203,3,492.38
O300735,P200107,2,39.32
O300736,P200016,3,427.3
O300736,P200152,1,133.35
O300736,P200159,3,20.28
O300736,P200049,2,40.29
O300736,P200029,1,19.91
O300737,P200184,2,119.0
O300737,P200239,1,43.11
O300737,P200131,2,251.67
O300737,P200058,2,61.98
O300738,P200202,2,108.47
O300738,P200153,1,28.48
O300739,P200144,3,94.04
O300739,P200117,3,60.85
O300740,P200208,2,12.96
O300740,P200083,1,135.26
O300741,P200043,2,35.53
O300741,P200098,2,110.4
O300741,P200007,3,74.55
O300741,P200121,1,36.4
O300742,P200139,1,276.02
O300742,P200113,1,53.74
O300742,P200002,2,20.5
O300743,P200083,1,125.34
O300744,P200043,3,33.72
O300745,P200191,1,6.98
O300746,P200208,2,12.99
O300746,P200154,2,276.67
O300746,P200094,2,66.76
O300746,P200143,1,12.46
O300746,P200140,2,20.81
O300747,P200103,2,114.99
O300747,P200058,1,70.41
O300747,P200118,3,43.52
O300748,P200220,1,33.82
O300748,P200241,1,93.07
O300748,P200115,2,40.48
O300749,P200104,3,79.09
O300749,P200125,3,83.03
O300749,P200231,3,31.5
O300749,P200195,2,32.36
O300750,P200207,2,38.24
O300751,P200232,2,90.58
O300752,P200088,2,101.64
O300752,P200158,2,145.14
O300753,P200082,1,125.43
O300753,P200134,3,96.31
O300754,P200152,2,134.82
O300754,P200074,3,52.89
O300754,P200034,3,107.23
O300754,P200114,1,127.46
O300755,P200242,1,96.87
O300755,P200233,2,92.21
O300755,P200013,2,84.57
O300755,P200201,3,104.1
O300755,P200244,2,42.87
O300756,P200159,2,17.87
O300756,P200106,1,9.29
O300756,P200148,2,39.4
O300756,P200113,1,56.81
O300757,P200200,2,73.31
O300757,P200017,3,123.47
O300757,P200012,3,81.58
O300757,P200007,1,77.07
O300757,P200213,1,15.08
O300758,P200232,1,113.59
O300758,P200062,2,25.56
O300758,P200078,1,18.83
O300759,P200087,2,94.48
O300759,P200060,2,82.65
O300760,P200004,3,44.96
O300760,P200076,2,63.6
O300761,P200175,1,16.19
O300762,P200137,3,81.24
O300762,P200145,1,122.14
O300762,P200188,2,47.76
O300762,P200050,2,37.54
O300762,P200001,3,6.29
O300763,P200119,1,72.92
O300763,P200240,1,258.69
O300763,P200134,1,105.31
O300763,P200129,1,144.45
O300764,P200047,3,74.44
O300764,P200148,1,39.52
O300764,P200125,1,89.62
O300764,P200035,3,44.16
O300765,P200099,2,19.05
O300765,P200178,1,9.37
O300766,P200135,2,25.29
O300766,P200102,3,103.74
O300766,P200248,3,4.64
O300766,P200082,3,131.65
O300767,P200004,1,43.1
O300767,P200191,1,7.7
O300768,P200166,2,21.65
O300768,P200022,1,53.36
O300768,P200237,1,99.26
O300769,P200041,1,107.95
O300769,P200231,1,27.61
O300769,P200207,1,41.62
O300769,P200238,1,27.35
O300770,P200062,3,30.79
O300770,P200010,1,144.86
O300770,P200216,2,112.61
O300770,P200136,3,166.78
O300770,P200206,2,39.52
O300771,P200174,1,126.69
O300771,P200101,1,9.62
O300771,P200087,1,103.8
O300772,P200240,2,242.98
O300772,P200013,3,81.49
O300772,P200172,1,62.16
O300772,P200081,3,530.76
O300773,P200070,1,16.45
O300773,P200189,3,94.01
O300773,P200026,3,143.76
O300774,P200228,2,116.2
O300774,P200111,2,40.85
O300774,P200050,1,32.97
O300775,P200031,2,35.6
O300775,P200097,3,140.85
O300775,P200235,1,18.91
O300775,P200036,3,46.16
O300775,P200043,1,37.34
O300776,P200231,1,28.59
O300776,P200239,2,48.56
O300776,P200218,2,106.34
O300776,P200160,1,51.08
O300776,P200139,3,224.29
O300777,P200039,3,68.33
O300777,P200187,1,251.28
O300778,P200238,3,29.04
O300778,P200003,1,119.56
O300778,P200016,3,422.25
O300778,P200127,1,109.81
O300778,P200006,2,183.62
O300779,P200009,3,10.02
O300779,P200094,2,55.76
O300779,P200168,2,279.07
O300780,P200081,3,536.13
O300780,P200207,2,33.46
O300780,P200198,2,318.25
O300780,P200208,1,12.2
O300781,P200141,2,106.67
O300781,P200074,1,56.72
O300781,P200126,3,22.84
O300782,P200211,1,122.46
O300782,P200063,1,85.61
O300782,P200004,2,48.47
O300782,P200140,3,21.76
O300783,P200139,1,254.56
O300783,P200008,2,22.47
O300783,P200143,1,11.87
O300783,P200134,3,93.74
O300783,P200057,2,120.39
O300784,P200183,2,130.92
O300784,P200210,3,94.86
O300784,P200102,3,105.18
O300785,P200146,3,12.71
O300785,P200132,1,114.62
O300785,P200099,2,17.15
O300785,P200107,3,46.76
O300786,P200108,1,55.45
O300786,P200171,2,84.13
O300786,P200196,3,36.38
O300787,P200102,2,119.31
O300787,P200107,1,37.57
O300787,P200031,2,27.98
O300787,P200048,3,19.65
O300788,P200077,3,49.65
O300789,P200160,1,49.28
O300789,P200137,3,73.55
O300789,P200031,2,30.16
O300789,P200119,1,64.04
O300790,P200070,3,17.74
O300790,P200093,3,154.16
O300790,P200069,3,41.83
O300791,P200024,2,126.78
O300791,P200134,2,109.95
O300791,P200102,1,114.14
O300792,P200062,1,28.85
O300792,P200037,1,54.14
O300793,P200237,2,117.25
O300793,P200039,2,68.75
O300793,P200058,1,61.42
O300793,P200078,3,18.49
O300794,P200099,2,18.49
O300794,P200047,2,63.72
O300795,P200144,3,92.85
O300796,P200011,2,36.53
O300796,P200123,2,25.8
O300796,P200124,2,304.69
O300796,P200239,1,41.87
O300796,P200229,1,34.16
O300797,P200101,1,10.39
O300797,P200021,1,72.6
O300797,P200151,3,132.56
O300798,P200226,3,95.95
O300799,P200159,1,20.03
O300799,P200035,1,39.44
O300800,P200233,2,88.38
O300800,P200212,1,61.53
O300800,P200226,2,96.17
O300800,P200028,3,98.58
O300800,P200038,1,483.18
O300801,P200026,1,132.32
O300801,P200181,2,92.92
O300802,P200019,1,382.76
O300802,P200244,3,41.35
O300803,P200223,1,35.57
O300803,P200136,2,144.1
O300803,P200088,1,93.86
O300804,P200229,3,31.24
O300805,P200137,1,88.59
O300805,P200132,3,124.12
O300805,P200074,3,48.24
O300806,P200020,1,126.78
O300807,P200015,3,142.56
O300807,P200049,1,37.97
O300807,P200161,2,70.48
O300807,P200093,2,156.35
O300807,P200081,3,567.21
O300808,P200238,2,34.04
O300808,P200141,2,119.88
O300808,P200018,3,38.22
O300809,P200174,1,130.17
O300809,P200120,2,55.48
O300810,P200230,3,121.86
O300810,P200154,1,247.88
O300810,P200104,3,77.08
O300811,P200017,2,149.69
O300812,P200082,1,145.57
O300812,P200122,1,70.03
O300813,P200239,1,39.86
O300814,P200055,3,111.17
O300814,P200046,3,10.67
O300814,P200132,3,130.61
O300814,P200179,2,100.6
O300815,P200043,2,34.6
O300815,P200166,3,21.03
O300815,P200181,1,96.67
O300815,P200247,1,16.66
O300815,P200071,1,40.77
O300816,P200047,1,78.89
O300816,P200022,2,61.52
O300816,P200135,2,24.82
O300817,P200211,2,136.15
O300818,P200139,1,268.99
O300819,P200139,3,288.11
O300819,P200132,2,109.84
O300819,P200151,1,123.66
O300819,P200186,2,9.79
O300819,P200242,3,94.55
O300820,P200139,3,229.53
O300820,P200136,2,136.34
O300821,P200116,2,174.45
O300821,P200114,1,130.7
O300822,P200059,1,24.27
O300823,P200103,1,121.71
O300823,P200175,3,14.67
O300823,P200068,3,21.28
O300823,P200060,3,67.22
O300824,P200047,3,70.61
O300825,P200174,3,119.06
O300825,P200175,1,17.11
O300825,P200085,2,28.74
O300825,P200100,1,35.04
O300825,P200127,1,110.04
O300826,P200208,3,13.36
O300826,P200021,2,64.44
O300827,P200062,1,28.68
O300828,P200100,3,31.93
O300828,P200106,3,8.96
O300828,P200098,2,100.01
O300828,P200220,2,30.52
O300829,P200077,3,45.56
O300829,P200030,1,57.07
O300830,P200130,2,99.27
O300830,P200134,1,109.28
O300830,P200108,2,66.81
O300830,P200116,1,147.15
O300831,P200085,3,24.21
O300832,P200241,3,93.01
O300832,P200206,1,42.94
O300832,P200018,1,40.41
O300832,P200217,1,158.8
O300832,P200242,2,75.91
O300833,P200207,2,34.62
O300833,P200148,2,42.09
O300834,P200002,2,21.76
O300834,P200154,1,246.22
O300834,P200032,2,484.1
O300834,P200166,1,21.49
O300835,P200128,2,61.66
O300835,P200165,3,15.44
O300835,P200144,1,74.01
O300835,P200159,1,17.69
O300835,P200033,2,25.64
O300836,P200132,3,122.5
O300836,P200140,2,20.95
O300836,P200165,3,16.37
O300837,P200100,1,28.48
O300837,P200056,1,102.02
O300838,P200219,2,227.27
O300838,P200117,3,57.68
O300839,P200105,3,105.55
O300839,P200125,3,75.83
O300839,P200163,3,68.87
O300839,P200040,3,54.61
O300840,P200160,2,42.44
O300841,P200092,2,35.57
O300842,P200018,2,35.4
O300842,P200056,2,98.96
O300842,P200166,2,20.52
O300842,P200058,1,73.11
O300843,P200224,3,121.97
O300844,P200201,2,95.84
O300844,P200210,3,95.04
O300845,P200118,2,53.69
O300845,P200110,1,91.41
O300845,P200215,3,108.52
O300845,P200145,3,104.49
O300846,P200180,2,300.6
O300846,P200140,1,22.75
O300847,P200117,2,68.09
O300847,P200094,3,60.26
O300847,P200195,2,28.48
O300847,P200119,1,75.83
O300847,P200025,2,75.42
O300848,P200165,1,16.41
O300848,P200184,1,112.05
O300848,P200010,3,143.84
O300848,P200057,3,154.59
O300848,P200011,3,37.63
O300849,P200040,1,46.88
O300850,P200180,3,241.85
O300851,P200230,3,120.11
O300851,P200201,2,116.15
O300851,P200148,3,36.52
O300851,P200056,3,106.2
O300851,P200073,3,172.2
O300852,P200059,2,23.53
O300853,P200111,1,45.62
O300853,P200018,3,34.33
O300853,P200161,2,69.7
O300854,P200060,3,65.03
O300854,P200099,1,16.89
O300854,P200084,1,72.68
O300854,P200242,1,94.23
O300854,P200064,1,7.29
O300855,P200214,3,110.7
O300855,P200152,3,123.73
O300855,P200099,2,17.35
O300856,P200068,1,17.38
O300856,P200177,1,27.12
O300857,P200103,2,103.95
O300858,P200201,3,110.81
O300858,P200047,2,68.61
O300859,P200093,2,153.72
O300859,P200209,1,62.86
O300859,P200206,3,45.0
O300860,P200002,3,23.54
O300861,P200133,1,25.72
O300861,P200072,2,38.81
O300861,P200220,3,33.05
O300862,P200009,1,10.12
O300862,P200174,1,110.82
O300862,P200148,2,41.77
O300863,P200091,2,56.24
O300863,P200175,3,13.94
O300864,P200032,1,558.81
O300864,P200075,2,54.17
O300864,P200092,1,35.34
O300864,P200170,1,58.94
O300864,P200233,2,87.23
O300865,P200232,3,90.8
O300865,P200027,1,27.07
O300865,P200041,3,122.57
O300865,P200035,2,37.64
O300865,P200108,2,56.0
O300866,P200197,3,453.22
O300866,P200159,1,16.8
O300866,P200083,2,138.18
O300866,P200122,3,77.64
O300867,P200194,1,127.06
O300867,P200243,2,58.68
O300867,P200104,1,87.92
O300868,P200229,2,30.44
O300868,P200049,3,35.26
O300868,P200021,3,56.06
O300869,P200229,1,32.38
O300870,P200207,3,33.84
O300870,P200052,3,104.63
O300871,P200046,3,9.22
O300872,P200011,1,40.09
O300872,P200199,1,261.15
O300873,P200248,1,4.92
O300873,P200229,3,28.45
O300873,P200082,2,153.35
O300874,P200047,3,79.22
O300874,P200105,1,108.01
O300874,P200026,1,147.07
O300874,P200104,1,76.05
O300875,P200086,1,19.32
O300875,P200167,3,131.51
O300876,P200217,1,136.1
O300876,P200061,2,77.62
O300877,P200191,1,7.96
O300877,P200116,1,152.19
O300877,P200075,3,56.2
O300877,P200199,2,241.8
O300878,P200089,3,44.26
O300879,P200208,2,13.25
O300880,P200214,1,101.04
O300880,P200146,3,14.44
O300880,P200048,1,20.59
O300880,P200093,2,143.84
O300881,P200144,1,78.55
O300881,P200038,3,562.83
O300881,P200005,3,24.31
O300882,P200181,3,85.54
O300882,P200184,1,101.56
O300882,P200221,3,496.65
O300882,P200243,1,69.0
O300882,P200080,3,28.92
O300883,P200200,1,69.61
O300883,P200173,1,13.35
O300883,P200077,3,53.76
O300883,P200058,2,65.85
O300884,P200243,1,59.62
O300884,P200145,1,100.58
O300884,P200152,1,135.23
O300884,P200233,1,107.69
O300884,P200006,2,169.65
O300885,P200134,2,98.12
O300885,P200128,2,55.86
O300885,P200065,3,122.55
O300885,P200133,2,24.7
O300886,P200022,1,59.82
O300886,P200125,1,71.47
O300886,P200087,3,116.03
O300886,P200004,2,41.69
O300886,P200192,2,46.94
O300887,P200053,1,147.48
O300888,P200096,3,28.74
O300888,P200113,3,62.45
O300888,P200003,3,126.55
O300889,P200123,1,21.64
O300889,P200185,3,117.49
O300889,P200181,1,81.61
O300889,P200007,2,67.75
O300889,P200141,3,96.79
O300890,P200065,3,130.52
O300890,P200207,1,38.72
O300890,P200067,1,6.02
O300890,P200151,3,134.59
O300891,P200047,2,74.31
O300891,P200006,2,191.85
O300891,P200195,3,32.95
O300892,P200206,3,40.29
O300892,P200007,3,66.16
O300892,P200079,3,7.78
O300892,P200090,3,128.13
O300892,P200223,1,35.81
O300893,P200155,3,107.59
O300893,P200044,2,129.64
O300894,P200128,2,61.71
O300895,P200160,1,40.54
O300895,P200006,2,204.3
O300895,P200195,3,30.15
O300895,P200125,3,70.02
O300896,P200194,3,114.45
O300896,P200041,1,123.48
O300896,P200002,2,26.34
O300897,P200247,1,18.35
O300898,P200110,3,88.1
O300898,P200086,1,19.42
O300899,P200008,3,23.01
O300900,P200071,1,48.23
O300900,P200054,1,90.73
O300900,P200072,1,38.76
O300900,P200038,3,578.85
O300900,P200101,3,9.15
O300901,P200156,3,108.46
O300901,P200164,1,120.85
O300901,P200195,1,33.62
O300901,P200222,1,92.47
O300901,P200079,3,7.95
O300902,P200018,1,34.05
O300902,P200019,2,346.39
O300902,P200171,1,92.42
O300902,P200221,2,445.01
O300902,P200130,1,124.17
O300903,P200178,1,9.44
O300904,P200040,2,46.03
O300904,P200162,3,105.42
O300904,P200102,3,101.55
O300904,P200172,2,65.54
O300904,P200216,1,95.36
O300905,P200160,1,42.09
O300905,P200213,2,18.09
O300905,P200016,2,373.55
O300906,P200158,3,123.2
O300906,P200048,2,19.9
O300907,P200139,1,266.15
O300907,P200080,2,28.45
O300907,P200097,2,151.88
O300907,P200034,2,90.56
O300908,P200059,3,24.0
O300908,P200117,3,69.64
O300908,P200004,1,45.04
O300908,P200203,2,445.79
O300908,P200148,1,38.69
O300909,P200048,3,21.91
O300909,P200009,3,11.32
O300909,P200181,1,100.73
O300910,P200133,2,23.67
O300911,P200054,3,97.43
O300911,P200010,3,128.86
O300911,P200134,2,109.1
O300911,P200086,3,16.87
O300911,P200028,2,94.42
O300912,P200041,1,111.89
O300913,P200217,2,148.49
O300914,P200237,3,118.3
O300914,P200067,2,6.96
O300914,P200052,3,101.8
O300914,P200024,2,101.46
O300915,P200158,3,150.91
O300915,P200123,1,25.51
O300915,P200091,1,69.07
O300915,P200129,2,143.93
O300916,P200147,2,70.63
O300916,P200185,2,132.18
O300916,P200225,2,9.79
O300916,P200197,2,461.32
O300917,P200039,2,60.49
O300917,P200049,2,34.52
O300917,P200113,1,64.76
O300917,P200123,1,23.28
O300917,P200242,1,76.27
O300918,P200201,1,96.07
O300918,P200160,3,45.82
O300918,P200010,1,140.98
O300918,P200226,2,102.66
O300918,P200131,3,251.72
O300919,P200029,2,17.17
O300920,P200123,2,21.86
O300920,P200245,2,9.99
O300921,P200189,2,96.19
O300921,P200144,3,74.13
O300921,P200082,1,150.02
O300921,P200005,1,26.64
O300922,P200045,1,56.37
O300922,P200224,1,109.02
O300923,P200043,3,33.67
O300923,P200110,3,84.06
O300923,P200081,3,518.93
O300923,P200005,2,22.2
O300924,P200022,1,60.33
O300924,P200136,3,138.3
O300924,P200212,2,64.04
O300925,P200201,1,97.1
O300925,P200229,3,30.72
O300925,P200080,3,30.18
O300926,P200029,1,15.27
O300927,P200022,3,58.81
O300927,P200152,2,118.02
O300927,P200249,2,94.67
O300927,P200149,3,105.77
O300928,P200087,3,108.4
O300928,P200173,3,12.73
O300928,P200157,2,59.55
O300928,P200154,2,274.31
O300928,P200171,3,79.07
O300929,P200183,1,126.57
O300929,P200233,3,89.66
O300929,P200238,3,33.79
O300929,P200139,1,287.29
O300929,P200045,1,56.93
O300930,P200241,3,109.89
O300930,P200144,1,83.4
O300931,P200038,1,564.74
O300931,P200127,2,101.26
O300931,P200018,1,35.22
O300931,P200077,2,54.37
O300932,P200121,2,42.08
O300933,P200103,2,126.26
O300933,P200241,1,94.22
O300933,P200132,3,114.35
O300933,P200177,1,24.73
O300934,P200183,2,147.08
O300934,P200230,3,122.88
O300934,P200207,2,42.13
O300935,P200107,1,45.18
O300935,P200140,1,21.71
O300935,P200051,1,120.02
O300935,P200019,3,369.0
O300935,P200031,3,32.47
O300936,P200233,3,88.62
O300936,P200128,2,56.42
O300936,P200205,1,152.11
O300936,P200189,3,90.74
O300937,P200020,1,128.37
O300938,P200192,3,56.22
O300938,P200069,3,35.05
O300938,P200143,1,12.96
O300938,P200202,1,108.82
O300938,P200174,1,115.49
O300939,P200142,3,106.49
O300939,P200232,3,88.32
O300939,P200093,3,157.23
O300939,P200016,1,360.19
O300940,P200235,2,18.14
O300940,P200156,3,101.53
O300941,P200238,2,34.46
O300941,P200015,1,138.95
O300942,P200022,2,64.88
O300943,P200079,3,8.64
O300943,P200226,1,93.42
O300944,P200051,3,116.66
O300944,P200120,2,65.95
O300944,P200058,1,61.57
O300944,P200194,2,121.33
O300944,P200189,2,102.53
O300945,P200027,1,31.37
O300945,P200183,2,130.3
O300945,P200245,1,9.74
O300945,P200078,2,16.48
O300945,P200193,2,43.35
O300946,P200229,3,34.1
O300946,P200113,3,53.78
O300946,P200190,1,15.69
O300947,P200020,2,114.75
O300947,P200028,1,101.62
O300948,P200035,1,45.04
O300948,P200117,2,54.64
O300949,P200168,3,276.33
O300949,P200142,2,111.24
O300949,P200019,3,402.96
O300949,P200086,3,15.97
O300949,P200043,2,32.71
O300950,P200013,2,85.55
O300951,P200098,2,119.63
O300951,P200205,1,144.16
O300951,P200153,3,30.48
O300951,P200109,1,20.0
O300952,P200190,1,18.88
O300952,P200198,3,322.76
O300952,P200112,3,124.98
O300952,P200206,3,42.64
O300952,P200230,1,123.7
O300953,P200102,3,103.65
O300953,P200037,1,48.01
O300953,P200008,3,23.02
O300953,P200164,2,112.14
O300953,P200081,3,539.52
O300954,P200058,1,73.88
O300954,P200195,3,27.84
O300954,P200090,2,118.39
O300954,P200082,1,141.73
O300955,P200051,2,121.28
O300955,P200109,3,22.53
O300955,P200004,2,45.2
O300955,P200191,2,7.23
O300955,P200023,1,104.58
O300956,P200113,1,53.43
O300956,P200099,3,17.96
O300957,P200219,2,257.58
O300957,P200140,1,22.42
O300957,P200036,1,45.21
O300957,P200207,1,42.52
O300957,P200200,1,79.76
O300958,P200052,1,121.75
O300959,P200224,3,120.77
O300960,P200039,1,62.81
O300961,P200026,2,121.15
O300961,P200232,2,97.4
O300961,P200040,1,46.57
O300961,P200150,1,17.98
O300962,P200006,1,193.07
O300962,P200125,1,69.95
O300963,P200087,3,122.74
O300963,P200069,1,31.87
O300963,P200075,1,49.26
O300963,P200140,1,22.65
O300964,P200041,2,128.61
O300965,P200172,3,59.36
O300965,P200164,2,114.94
O300965,P200211,2,152.35
O300965,P200244,2,48.18
O300966,P200100,3,31.63
O300966,P200241,3,95.12
O300967,P200131,3,304.39
O300967,P200048,1,19.89
O300967,P200027,1,26.2
O300968,P200032,3,514.49
O300969,P200142,2,93.64
O300969,P200137,1,76.41
O300969,P200011,1,35.53
O300969,P200085,1,23.5
O300969,P200079,3,7.49
O300970,P200033,2,27.54
O300970,P200096,2,25.68
O300971,P200203,2,406.71
O300971,P200213,1,17.92
O300971,P200060,1,72.49
O300971,P200176,3,89.37
O300972,P200150,1,21.15
O300972,P200091,3,55.34
O300972,P200068,2,19.47
O300973,P200056,1,88.81
O300973,P200181,3,89.44
O300973,P200078,1,15.78
O300974,P200013,2,76.45
O300974,P200062,3,26.93
O300974,P200085,1,24.85
O300975,P200222,3,98.72
O300976,P200059,3,27.59
O300976,P200114,3,137.32
O300976,P200212,3,69.57
O300976,P200045,1,45.94
O300976,P200037,2,46.11
O300977,P200229,3,31.95
O300977,P200136,1,138.62
O300977,P200185,3,123.37
O300977,P200148,3,38.75
O300978,P200246,3,91.62
O300978,P200124,2,303.74
O300979,P200160,3,50.5
O300980,P200208,2,12.19
O300980,P200057,3,146.93
O300980,P200146,3,15.48
O300980,P200229,3,31.39
O300980,P200007,3,67.69
O300981,P200216,2,117.86
O300981,P200018,3,44.63
O300982,P200091,1,66.01
O300982,P200242,1,80.23
O300982,P200173,1,12.71
O300982,P200081,1,552.76
O300982,P200147,1,79.27
O300983,P200167,2,125.49
O300983,P200153,3,31.36
O300983,P200155,1,124.02
O300983,P200006,2,180.46
O300984,P200132,1,118.3
O300984,P200094,2,62.68
O300984,P200009,2,12.06
O300984,P200150,1,19.77
O300984,P200212,2,64.23
O300985,P200143,1,13.12
O300985,P200189,3,111.33
O300985,P200199,1,265.41
O300985,P200148,1,37.26
O300986,P200191,2,6.46
