customer_id,signup_date,country
C100950,2023-08-16,United States
C100951,2024-02-05,United Kingdom
C100952,2024-10-17,India
C100953,2024-05-16,India
C100954,2025-03-06,India
C100955,2024-10-14,Brazil
C100956,2024-04-24,South Korea
C100957,2024-11-02,Canada
C100958,2025-08-05,Italy
C100959,2024-05-03,Japan
C100960,2023-10-04,Sweden
C100961,2024-05-01,France
C100962,2025-04-19,Japan
C100963,2023-11-26,South Korea
C100964,2025-07-18,Brazil
C100965,2024-09-25,United Kingdom
C100966,2024-10-06,United States
C100967,2024-02-15,United States
C100968,2025-06-24,United Kingdom
C100969,2023-06-30,Canada
C100970,2024-01-31,India
C100971,2024-05-09,Germany
C100972,2024-06-26,Germany
C100973,2024-06-23,Mexico
C100974,2023-09-30,United States
C100975,2023-12-02,India
C100976,2023-08-18,Brazil
C100977,2024-09-12,Mexico
C100978,2024-03-14,Sweden
C100979,2024-09-06,Japan
C100980,2024-09-26,Japan
C100981,2024-12-27,India
C100982,2024-08-22,India
C100983,2024-11-13,India
C100984,2024-09-24,France
C100985,2024-11-16,Netherlands
C100986,2024-10-18,India
C100987,2024-02-15,Germany
C100988,2023-12-19,India
C100989,2025-03-07,United States
C100990,2024-03-08,India
C100991,2024-08-24,United States
C100992,2023-11-09,Netherlands
C100993,2024-05-19,India
C100994,2024-08-08,Mexico
C100995,2024-10-26,Spain
C100996,2024-08-05,India
C100997,2024-03-22,United States
C100998,2025-07-28,Mexico
C100999,2024-07-25,India
C101000,2025-03-24,South Korea
C101001,2025-01-25,United States
C101002,2024-08-31,Spain
C101003,2025-05-27,Mexico
C101004,2023-09-14,India
C101005,2025-06-25,India
C101006,2025-04-28,Netherlands
C101007,2024-07-17,India
C101008,2025-01-22,United Kingdom
C101009,2024-07-31,United Kingdom
C101010,2024-01-07,India
C101011,2025-03-17,Brazil
C101012,2023-12-19,Brazil
C101013,2024-02-13,India
C101014,2024-07-30,Mexico
C101015,2025-04-17,India
C101016,2024-04-10,United States
C101017,2024-07-10,Germany
C101018,2023-07-05,Sweden
C101019,2023-09-04,United States
C101020,2023-07-16,India
C101021,2023-07-30,Canada
C101022,2025-05-13,Brazil
C101023,2025-04-21,United States
C101024,2025-04-04,India
C101025,2023-07-16,Australia
C101026,2023-08-03,India
C101027,2024-01-17,United States
C101028,2024-09-06,India
C101029,2024-02-29,India
C101030,2024-07-04,United Kingdom
C101031,2023-10-20,Japan
C101032,2025-01-20,Italy
C101033,2024-02-13,Spain
C101034,2023-07-25,Sweden
C101035,2025-01-30,India
C101036,2025-06-10,India
C101037,2023-06-13,South Korea
C101038,2024-05-24,India
C101039,2025-04-09,Australia
C101040,2024-12-31,Australia
C101041,2025-05-03,United States
C101042,2024-05-06,United Kingdom
C101043,2024-04-01,India
C101044,2025-01-02,United States
C101045,2023-10-04,United Kingdom
C101046,2023-12-14,India
C101047,2024-10-05,Brazil
C101048,2024-11-30,South Korea
C101049,2023-09-07,Brazil
C101050,2024-07-21,India
C101051,2024-03-26,India
C101052,2024-07-16,India
C101053,2025-07-25,United States
C101054,2023-08-02,Netherlands
C101055,2025-08-25,India
C101056,2024-06-03,India
C101057,2025-02-23,Mexico
C101058,2024-05-14,India
C101059,2024-02-10,United States
C101060,2025-02-21,United States
C101061,2024-12-15,France
C101062,2023-09-27,Brazil
C101063,2024-12-30,India
C101064,2025-02-07,South Korea
C101065,2024-04-14,Mexico
C101066,2025-06-29,Mexico
C101067,2024-11-07,India
C101068,2024-02-29,United States
C101069,2023-06-09,Japan
C101070,2024-12-05,India
C101071,2023-11-19,France
C101072,2025-02-10,Brazil
C101073,2024-08-04,United States
C101074,2024-06-17,Brazil
C101075,2023-10-13,Netherlands
C101076,2025-01-04,Australia
C101077,2023-10-15,United Kingdom
C101078,2024-05-08,Japan
C101079,2025-04-16,Canada
C101080,2025-06-24,Australia
C101081,2025-08-20,Mexico
C101082,2025-07-25,Australia
C101083,2024-08-29,India
C101084,2023-11-12,United States
C101085,2025-04-19,India
C101086,2025-03-19,Canada
C101087,2025-08-21,Canada
C101088,2024-11-15,Germany
C101089,2023-09-25,India
C101090,2024-07-17,Brazil
C101091,2024-06-02,South Korea
C101092,2025-04-22,India
C101093,2024-04-17,Australia
C101094,2024-02-25,Spain
C101095,2023-08-05,Canada
C101096,2025-04-16,United States
C101097,2025-02-09,Brazil
C101098,2023-07-04,Netherlands
C101099,2024-05-21,Australia
C101100,2024-06-28,South Korea
C101101,2024-06-19,Sweden
C101102,2025-06-23,India
C101103,2023-10-02,France
C101104,2024-02-07,United Kingdom
C101105,2023-10-27,Sweden
C101106,2023-12-18,United States
C101107,2025-06-13,India
C101108,2025-07-11,Japan
C101109,2023-07-07,India
C101110,2024-10-31,Brazil
C101111,2023-12-08,India
C101112,2023-11-05,Sweden
C101113,2024-01-26,Japan
C101114,2023-11-07,India
C101115,2024-07-06,Brazil
C101116,2025-08-25,India
C101117,2024-09-23,France
C101118,2025-01-14,Italy
C101119,2024-07-09,Mexico
C101120,2023-06-12,United States
C101121,2023-08-08,India
C101122,2024-01-07,Australia
C101123,2023-12-17,Germany
C101124,2025-04-20,Canada
C101125,2025-04-22,United States
C101126,2025-05-01,India
C101127,2024-11-04,Japan
C101128,2024-08-30,United States
C101129,2024-11-14,India
C101130,2024-04-29,Netherlands
C101131,2024-12-01,United States
C101132,2025-03-13,Australia
C101133,2025-02-15,India
C101134,2024-10-16,Japan
C101135,2023-07-18,Australia
C101136,2025-01-15,Japan
C101137,2024-03-27,India
C101138,2025-01-30,Canada
C101139,2024-08-16,Brazil
C101140,2025-05-23,India
C101141,2024-03-04,India
C101142,2025-07-03,United States
C101143,2025-04-23,Netherlands
C101144,2024-02-27,Australia
C101145,2024-06-30,France
C101146,2024-08-09,Australia
C101147,2025-02-20,Canada
C101148,2024-12-17,United Kingdom
C101149,2025-04-29,United Kingdom
C101150,2024-03-30,France
C101151,2024-07-18,India
C101152,2024-05-19,Japan
C101153,2025-06-15,Mexico
C101154,2024-02-06,India
C101155,2024-09-24,Germany
C101156,2023-09-07,United States
C101157,2025-04-28,Sweden
C101158,2024-04-11,Japan
C101159,2024-03-06,South Korea
C101160,2024-09-20,India
C101161,2024-07-14,United States
C101162,2025-04-26,India
C101163,2024-08-09,United States
C101164,2024-07-28,United States
C101165,2023-08-26,United States
C101166,2023-06-18,Sweden
C101167,2024-04-22,United States
C101168,2025-08-27,United States
C101169,2025-06-22,Mexico
C101170,2024-10-28,Germany
C101171,2024-10-30,Brazil
C101172,2024-04-17,France
C101173,2023-10-24,Japan
C101174,2023-06-08,France
C101175,2024-03-04,Canada
C101176,2024-02-15,Australia
C101177,2023-11-05,United Kingdom
C101178,2023-12-30,India
C101179,2023-06-21,United Kingdom
C101180,2024-10-11,United States
C101181,2025-06-30,Brazil
C101182,2024-12-18,India
C101183,2024-06-02,United States
C101184,2024-05-10,India
C101185,2024-02-08,Mexico
C101186,2023-09-25,India
C101187,2024-10-03,Spain
C101188,2024-09-07,Japan
C101189,2023-06-06,United States
C101190,2024-05-06,Brazil
C101191,2024-01-14,India
C101192,2023-10-18,India
C101193,2024-12-28,Spain
C101194,2024-08-05,South Korea
C101195,2024-11-01,India
C101196,2025-01-06,Germany
C101197,2025-08-14,India
C101198,2025-03-20,Germany
C101199,2024-10-21,France
