order_id,customer_id,order_date,country,order_total
O301312,C100826,2024-06-21,United States,879.33
O301313,C100188,2024-03-09,Brazil,88.55
O301314,C100629,2024-12-13,United States,37.36
O301315,C100014,2025-01-22,India,189.32
O301316,C100390,2025-02-19,France,495.33
O301317,C100297,2024-11-29,India,453.09000000000003
O301318,C100817,2024-07-14,Canada,298.01
O301319,C101096,2024-03-16,United States,575.74
O301320,C100175,2024-03-14,Japan,1047.1999999999998
O301321,C100956,2025-08-22,South Korea,274.24
O301322,C100787,2025-06-22,India,252.65
O301323,C101163,2024-03-21,United States,40.29
O301324,C101093,2025-07-05,Australia,17.81
O301325,C100120,2025-01-05,Canada,190.95
O301326,C100891,2024-02-16,Mexico,890.94
O301327,C100710,2025-07-18,India,572.79
O301328,C100135,2025-08-22,Spain,932.52
O301329,C100308,2025-05-12,India,186.78
O301330,C101112,2024-08-11,Sweden,827.4399999999999
O301331,C100651,2024-12-13,United States,1279.55
O301332,C100406,2024-04-07,South Korea,813.49
O301333,C100384,2024-01-16,United States,1001.45
O301334,C101005,2024-03-29,India,540.15
O301335,C100340,2024-07-15,India,700.76
O301336,C100190,2024-09-24,India,323.5
O301337,C100688,2024-01-14,United Kingdom,1113.13
O301338,C101191,2025-05-09,India,35.92
O301339,C100219,2025-02-08,India,118.11999999999999
O301340,C100306,2024-07-01,Canada,666.5999999999999
O301341,C100562,2024-01-22,Mexico,510.7
O301342,C100239,2025-08-30,Canada,1549.7199999999998
O301343,C100780,2024-09-11,United Kingdom,243.91000000000003
O301344,C100304,2024-12-15,Netherlands,130.98
O301345,C100153,2024-03-26,United Kingdom,588.75
O301346,C100313,2024-02-09,Sweden,1235.1000000000001
O301347,C101116,2024-09-17,India,406.44000000000005
O301348,C101121,2025-04-12,India,269.53
O301349,C100606,2024-08-20,France,390.48
O301350,C100480,2024-09-09,India,56.03
O301351,C100983,2024-07-26,India,93.89
O301352,C100233,2024-06-27,Spain,136.77
O301353,C100784,2024-11-29,Netherlands,242.73999999999998
O301354,C100816,2024-07-19,Canada,853.79
O301355,C100852,2024-09-11,Japan,276.73999999999995
O301356,C100261,2024-11-26,Australia,162.48
O301357,C100859,2024-10-28,India,65.06
O301358,C100734,2024-11-05,Netherlands,426.91999999999996
O301359,C101050,2024-08-09,India,338.82000000000005
O301360,C100209,2024-03-11,Sweden,667.8
O301361,C100736,2025-04-23,United States,708.74
O301362,C100995,2025-08-01,Spain,1655.8000000000002
O301363,C100333,2024-02-24,Brazil,338.15999999999997
O301364,C100892,2024-01-19,Italy,661.55
O301365,C100119,2025-01-05,Netherlands,100.74
O301366,C100861,2025-03-05,Canada,162.38
O301367,C100727,2024-10-12,Germany,1517.09
O301368,C100231,2024-02-08,Germany,654.38
O301369,C100079,2025-08-14,India,843.79
O301370,C100894,2025-03-02,United Kingdom,205.66
O301371,C100289,2024-09-13,Spain,68.66
O301372,C100596,2024-11-15,India,707.73
O301373,C100072,2025-04-08,Sweden,1012.76
O301374,C101156,2024-04-13,United States,690.1600000000001
O301375,C100658,2024-03-27,Canada,261.82
O301376,C101117,2024-04-11,France,253.64
O301377,C100192,2025-08-26,India,493.57000000000005
O301378,C100246,2024-10-16,India,264.32
O301379,C100732,2024-03-29,Canada,70.46000000000001
O301380,C100725,2024-10-14,Japan,27.509999999999998
O301381,C100949,2024-08-12,India,125.89000000000001
O301382,C101113,2024-11-22,Japan,1679.3700000000001
O301383,C100986,2025-01-05,India,449.6
O301384,C100168,2024-09-01,United States,296.83000000000004
O301385,C100371,2024-06-13,United States,2823.7299999999996
O301386,C101096,2024-06-10,United States,1089.8700000000001
O301387,C100658,2024-11-12,Canada,1227.67
O301388,C101040,2025-08-15,Australia,130.73
O301389,C100675,2024-11-17,India,495.64
O301390,C100059,2025-03-29,India,1211.99
O301391,C100567,2024-10-29,Canada,369.96999999999997
O301392,C100989,2024-09-06,United States,296.09999999999997
O301393,C100786,2024-08-12,Australia,687.99
O301394,C100159,2024-11-05,United Kingdom,79.56
O301395,C100252,2024-07-01,Japan,539.16
O301396,C101025,2024-12-19,Australia,54.269999999999996
O301397,C101175,2024-12-17,Canada,957.6300000000001
O301398,C100903,2025-07-17,United Kingdom,627.0
O301399,C100117,2025-01-26,United States,1102.88
O301400,C100743,2025-02-08,Germany,286.84000000000003
O301401,C100995,2024-10-08,Spain,1702.8200000000002
O301402,C100768,2024-01-05,United States,871.02
O301403,C100712,2024-09-21,Germany,96.0
O301404,C100560,2024-06-08,United States,952.74
O301405,C100293,2024-05-24,United States,241.52
O301406,C100336,2024-01-16,Netherlands,591.0799999999999
O301407,C100894,2024-11-24,United Kingdom,550.17
O301408,C100083,2024-09-16,United Kingdom,591.48
O301409,C100101,2024-05-03,India,1530.62
O301410,C100475,2024-12-09,India,853.5500000000001
O301411,C100929,2024-09-06,India,582.9499999999999
O301412,C100788,2024-08-14,Japan,1360.17
O301413,C100707,2024-06-10,Italy,617.76
O301414,C100640,2025-04-21,Japan,361.78
O301415,C100132,2025-02-02,United States,33.35
O301416,C100398,2025-01-12,Sweden,1073.08
O301417,C100095,2024-05-26,Canada,623.52
O301418,C100909,2024-12-06,Australia,183.72
O301419,C100901,2025-03-25,Netherlands,659.53
O301420,C100309,2024-11-27,India,244.95
O301421,C100351,2024-11-05,India,330.48
O301422,C100380,2025-02-28,Sweden,44.6
O301423,C101067,2024-12-20,India,44.01
O301424,C100586,2024-12-12,India,312.77
O301425,C100914,2025-05-09,Japan,198.74
O301426,C100538,2024-12-24,United States,491.81
O301427,C100837,2025-06-06,Canada,205.54000000000002
O301428,C100633,2024-11-18,Spain,47.06
O301429,C100334,2024-01-18,Brazil,2229.18
O301430,C101051,2025-03-23,India,1215.93
O301431,C100850,2025-07-27,Brazil,390.87
O301432,C100923,2024-06-27,Brazil,14.64
O301433,C101137,2024-01-03,India,55.51
O301434,C100298,2024-06-08,United States,2000.37
O301435,C100109,2025-08-22,United Kingdom,564.1600000000001
O301436,C100698,2024-05-31,Australia,176.14000000000001
O301437,C100391,2024-02-26,Australia,259.5
O301438,C100522,2024-07-06,Mexico,386.07
O301439,C100281,2025-02-20,France,497.89
O301440,C100478,2025-02-07,France,173.14
O301441,C100471,2024-05-02,France,23.29
O301442,C100420,2024-05-02,Japan,635.1700000000001
O301443,C100890,2024-06-28,United States,515.52
O301444,C100711,2024-06-04,South Korea,717.3900000000001
O301445,C100569,2024-08-18,United States,580.74
O301446,C100135,2025-07-12,Spain,1183.38
O301447,C100684,2025-05-30,South Korea,419.40000000000003
O301448,C100210,2024-01-13,United States,337.63
O301449,C100376,2024-10-31,United Kingdom,260.01
O301450,C100497,2025-06-08,Mexico,881.5699999999999
O301451,C100169,2025-01-21,France,868.46
O301452,C100467,2025-06-25,Spain,718.81
O301453,C100320,2025-06-17,United States,195.32
O301454,C101019,2025-08-12,United States,117.53
O301455,C101031,2024-04-28,Japan,642.96
O301456,C100005,2025-02-28,Brazil,926.3900000000001
O301457,C100722,2024-10-21,United States,76.3
O301458,C100768,2024-11-13,United States,1090.8500000000001
O301459,C100453,2025-04-25,United States,192.29000000000002
O301460,C100562,2025-04-26,Mexico,307.65
O301461,C100947,2024-03-21,Australia,457.75
O301462,C100453,2025-01-03,United States,926.23
O301463,C100077,2024-06-01,Canada,129.04000000000002
O301464,C100447,2024-01-07,Brazil,1650.6100000000001
O301465,C100304,2024-12-03,Netherlands,616.44
O301466,C100459,2025-03-07,Spain,936.4799999999999
O301467,C100276,2025-01-29,India,675.39
O301468,C100179,2024-09-20,Japan,163.44
O301469,C101182,2024-06-03,India,1987.78
O301470,C100154,2025-07-16,Spain,1277.59
O301471,C100847,2024-12-17,Canada,839.8199999999999
O301472,C100861,2024-04-26,Canada,408.31
O301473,C100741,2024-09-07,Mexico,92.55000000000001
O301474,C101093,2025-02-26,Australia,373.90999999999997
O301475,C100005,2024-06-04,Brazil,310.78
O301476,C100361,2024-06-07,United Kingdom,250.66
O301477,C100221,2024-07-08,Germany,560.1899999999999
O301478,C100692,2024-07-19,Germany,292.44
O301479,C100762,2024-12-28,France,220.44
O301480,C101077,2024-11-01,United Kingdom,251.09
O301481,C100455,2025-03-04,Spain,947.5699999999999
O301482,C100283,2024-04-23,United Kingdom,656.31
O301483,C101109,2024-12-21,India,1114.0
O301484,C100807,2025-04-27,United States,679.8399999999999
O301485,C100917,2025-03-27,Netherlands,33.45
O301486,C100533,2025-05-27,Australia,258.28
O301487,C100536,2025-06-20,United Kingdom,165.46
O301488,C100466,2024-01-24,India,986.88
O301489,C100899,2024-02-25,Italy,1388.3999999999999
O301490,C100252,2025-04-04,Japan,853.32
O301491,C101170,2025-07-06,Germany,115.47
O301492,C100211,2024-04-26,United States,865.07
O301493,C100553,2025-08-26,United States,184.22
O301494,C100377,2024-02-02,India,642.1800000000001
O301495,C100771,2024-10-11,Netherlands,708.29
O301496,C100816,2024-11-26,Canada,882.11
O301497,C101102,2024-01-24,India,153.89999999999998
O301498,C100947,2025-08-14,Australia,237.86
O301499,C100298,2024-10-04,United States,135.23
O301500,C100247,2024-01-18,Spain,367.46000000000004
O301501,C101063,2024-02-22,India,1101.25
O301502,C100585,2024-02-06,Mexico,926.9399999999999
O301503,C100117,2024-08-08,United States,816.01
O301504,C100989,2024-05-13,United States,114.13
O301505,C100778,2024-02-17,France,745.24
O301506,C100030,2024-11-23,South Korea,444.81
O301507,C100939,2024-04-01,United Kingdom,554.48
O301508,C100728,2024-10-11,India,910.4
O301509,C100737,2024-12-21,Germany,650.35
O301510,C101037,2024-08-06,South Korea,1114.53
O301511,C100594,2024-08-06,Japan,1844.3300000000002
O301512,C100553,2024-08-26,United States,1634.17
O301513,C100740,2025-02-07,United States,912.9
O301514,C100237,2024-08-18,Sweden,591.79
O301515,C100181,2025-01-11,South Korea,468.6
O301516,C101012,2024-04-06,Brazil,501.53
O301517,C100258,2024-08-09,India,1304.3899999999999
O301518,C100605,2025-02-28,United States,707.01
O301519,C100323,2024-09-07,Canada,874.87
O301520,C100276,2025-04-21,India,174.09
O301521,C100717,2025-08-22,United States,380.41999999999996
O301522,C100962,2025-05-12,Japan,336.63
O301523,C100530,2025-07-20,Sweden,218.52
O301524,C100166,2025-06-04,United States,300.87
O301525,C100293,2025-05-10,United States,120.22999999999999
O301526,C100197,2024-02-18,United States,1564.92
O301527,C101059,2024-04-28,United States,853.19
O301528,C100383,2024-05-13,United Kingdom,826.28
O301529,C100448,2024-01-03,Japan,1414.43
O301530,C100085,2024-02-16,India,1118.34
O301531,C100535,2024-12-03,India,713.1500000000001
O301532,C101096,2025-01-14,United States,890.7
O301533,C100491,2025-04-16,Italy,306.68
O301534,C100781,2024-05-19,United States,166.32
O301535,C100218,2025-08-15,France,128.47
O301536,C100171,2024-04-12,Germany,725.24
O301537,C100877,2024-05-07,Sweden,119.4
O301538,C100078,2024-11-10,United States,733.9100000000001
O301539,C100538,2025-07-22,United States,304.25
O301540,C100380,2025-08-13,Sweden,875.06
O301541,C100019,2025-02-03,United States,401.72
O301542,C100637,2024-01-21,United Kingdom,261.65
O301543,C101156,2024-02-05,United States,1509.39
O301544,C100082,2024-08-17,United States,344.20000000000005
O301545,C100978,2024-08-09,Sweden,745.1600000000001
O301546,C100647,2024-07-15,India,317.42
O301547,C100868,2024-06-20,Australia,560.07
O301548,C100115,2025-02-24,United States,290.95
O301549,C101042,2024-03-28,United Kingdom,264.94
O301550,C100013,2025-05-10,Sweden,359.71999999999997
O301551,C101088,2025-05-16,Germany,561.51
O301552,C100789,2024-02-23,United States,527.02
O301553,C100404,2024-05-06,France,423.94000000000005
O301554,C100008,2024-04-05,Australia,211.32
O301555,C100733,2024-05-31,Netherlands,572.4
O301556,C100104,2025-04-19,India,1508.77
O301557,C100730,2024-11-06,Brazil,690.91
O301558,C100927,2025-08-06,United Kingdom,478.61
O301559,C100320,2024-03-30,United States,9.18
O301560,C100286,2025-06-29,India,45.98
O301561,C100266,2025-01-02,Japan,324.45000000000005
O301562,C100269,2025-04-12,India,171.35999999999999
O301563,C100136,2025-02-06,India,318.85
O301564,C100299,2025-07-30,Canada,368.03000000000003
O301565,C100791,2025-05-16,Mexico,453.1
O301566,C100363,2025-08-01,United States,858.05
O301567,C100937,2024-03-15,Australia,572.31
O301568,C100983,2024-07-25,India,1522.79
O301569,C100913,2025-02-08,Australia,715.49
O301570,C100647,2025-08-02,India,353.88
O301571,C100379,2025-08-01,United States,921.83
O301572,C101115,2024-06-18,Brazil,386.24000000000007
O301573,C100246,2024-01-13,India,249.2
O301574,C100557,2025-03-03,United States,31.38
O301575,C100544,2024-09-03,India,1481.24
O301576,C100894,2025-05-26,United Kingdom,381.87
O301577,C100656,2024-12-05,Australia,452.36
O301578,C100959,2025-03-14,Japan,793.4200000000001
O301579,C101102,2024-12-23,India,526.3299999999999
O301580,C100468,2024-05-26,United States,1517.6000000000001
O301581,C101049,2024-12-18,Brazil,338.49
O301582,C100203,2024-06-17,Germany,1558.71
O301583,C101099,2025-07-31,Australia,493.61
O301584,C100213,2024-10-23,Germany,225.79000000000002
O301585,C101020,2024-07-21,India,166.53000000000003
O301586,C100468,2025-08-08,United States,377.63
O301587,C101157,2024-03-28,Sweden,1101.81
O301588,C100155,2024-12-10,India,418.91
O301589,C100558,2025-06-11,United Kingdom,504.70000000000005
O301590,C101082,2025-07-26,Australia,511.35
O301591,C100056,2024-02-20,Japan,17.45
O301592,C100318,2024-12-28,India,223.14
O301593,C100100,2025-05-26,India,427.13
O301594,C100385,2025-02-18,South Korea,59.67
O301595,C100468,2025-03-11,United States,946.81
O301596,C100742,2024-10-27,United Kingdom,1167.27
O301597,C100309,2025-02-25,India,376.56
O301598,C100190,2025-08-02,India,478.78000000000003
O301599,C100203,2025-07-07,Germany,594.27
O301600,C101126,2024-01-21,India,1399.3899999999999
O301601,C101143,2024-12-17,Netherlands,545.1
O301602,C100265,2024-02-29,Japan,146.35
O301603,C100234,2025-01-28,Australia,628.15
O301604,C100065,2025-01-18,Australia,120.26
O301605,C101151,2025-04-05,India,672.86
O301606,C100847,2024-01-23,Canada,396.5
O301607,C100913,2024-03-22,Australia,783.45
O301608,C100348,2024-06-08,Japan,881.4899999999999
O301609,C100769,2025-08-20,India,371.53999999999996
O301610,C100071,2025-08-15,Germany,866.2100000000002
O301611,C100811,2024-05-18,Sweden,15.96
O301612,C100695,2024-03-01,India,465.61
O301613,C100397,2024-10-24,United States,548.9300000000001
O301614,C100852,2024-11-11,Japan,317.82
O301615,C100775,2025-08-18,United States,875.6800000000001
O301616,C100526,2024-07-12,Canada,1202.17
O301617,C100224,2024-02-16,Mexico,1021.16
O301618,C100028,2025-06-26,Germany,926.6600000000001
O301619,C101125,2025-08-01,United States,778.62
O301620,C100337,2024-03-29,United States,171.98000000000002
O301621,C100362,2024-07-25,United States,290.58
O301622,C100817,2024-09-25,Canada,606.99
O301623,C100306,2024-02-02,Canada,194.55
O301624,C100450,2025-05-22,Italy,266.85
O301625,C100853,2024-11-18,Netherlands,295.63
O301626,C100714,2025-03-23,United States,842.13
O301627,C100787,2024-04-19,India,100.92
O301628,C100005,2024-05-17,Brazil,1120.71
O301629,C100541,2025-03-01,Brazil,211.38
O301630,C100570,2025-08-02,India,1227.58
O301631,C100758,2025-05-26,Spain,1041.02
O301632,C100181,2024-12-04,South Korea,693.52
O301633,C100191,2024-04-12,India,153.82
O301634,C100914,2025-03-19,Japan,1052.51
O301635,C100807,2024-05-17,United States,208.29999999999998
O301636,C100973,2024-12-20,Mexico,784.99
O301637,C100324,2024-08-13,United States,1011.98
O301638,C101197,2024-08-17,India,717.9
O301639,C100327,2025-06-23,Mexico,268.35
O301640,C100781,2024-04-28,United States,397.97
O301641,C100194,2024-09-08,United States,766.9
O301642,C101102,2024-09-12,India,910.43
O301643,C100398,2025-08-16,Sweden,419.03
O301644,C100962,2024-09-25,Japan,92.71000000000001
O301645,C100397,2024-01-11,United States,1312.58
O301646,C100949,2025-05-02,India,1878.7799999999997
O301647,C100545,2024-02-10,India,766.6700000000001
O301648,C100074,2024-09-13,Germany,193.76
O301649,C100228,2024-09-23,Japan,965.9
O301650,C100820,2025-04-13,Spain,184.75
O301651,C100231,2024-06-30,Germany,701.59
O301652,C100330,2024-06-06,India,680.46
O301653,C100650,2025-04-04,United States,1343.77
O301654,C100303,2025-01-03,United Kingdom,136.71
O301655,C100154,2025-08-21,Spain,1109.67
O301656,C100749,2024-05-10,United States,552.6800000000001
O301657,C100826,2024-12-31,United States,115.17999999999999
O301658,C100879,2024-11-08,United Kingdom,999.0599999999998
O301659,C101132,2024-07-11,Australia,675.3199999999999
O301660,C100149,2025-08-15,Mexico,685.18
O301661,C100512,2024-06-08,France,124.87
O301662,C100280,2024-07-28,India,878.46
O301663,C101081,2024-07-05,Mexico,447.37
O301664,C100647,2024-05-15,India,489.83000000000004
O301665,C100117,2024-12-04,United States,308.76
O301666,C100830,2025-05-23,South Korea,2495.12
O301667,C100051,2025-08-10,Japan,515.03
O301668,C100329,2024-04-26,Australia,47.72
O301669,C100865,2024-11-24,Italy,409.67999999999995
O301670,C100607,2024-05-26,Canada,229.7
O301671,C100913,2024-12-14,Australia,1411.76
O301672,C100685,2025-08-08,South Korea,1851.05
O301673,C101011,2025-04-04,Brazil,727.78
O301674,C100675,2024-11-21,India,222.81
O301675,C100068,2024-08-31,India,812.65
O301676,C100085,2024-10-29,India,737.03
O301677,C100932,2025-01-14,Germany,524.76
O301678,C100046,2025-08-22,United States,150.57999999999998
O301679,C100451,2025-06-01,United States,1002.51
O301680,C100019,2025-05-29,United States,365.91999999999996
O301681,C100364,2025-07-04,Netherlands,1980.37
O301682,C100714,2024-10-05,United States,1215.62
O301683,C100207,2024-10-04,United States,452.51000000000005
O301684,C100559,2024-04-02,Brazil,125.5
O301685,C101195,2025-08-20,India,1838.1599999999999
O301686,C100084,2025-07-06,France,236.12
O301687,C100076,2024-07-01,South Korea,138.07999999999998
O301688,C100325,2024-06-24,India,126.1
O301689,C100992,2025-08-08,Netherlands,599.44
O301690,C100486,2025-04-04,Brazil,437.15
O301691,C100767,2025-02-10,United States,805.57
O301692,C100040,2024-02-18,Australia,933.64
O301693,C100882,2024-02-08,Germany,238.14000000000001
O301694,C100080,2024-03-16,United States,97.9
O301695,C100854,2024-09-09,India,295.8
O301696,C100177,2025-07-31,United States,1270.41
O301697,C101030,2025-04-22,United Kingdom,903.73
O301698,C100355,2024-09-08,Japan,135.07
O301699,C100220,2024-03-24,United States,385.04
O301700,C100404,2024-01-14,France,1489.2
O301701,C100000,2025-08-01,United Kingdom,390.84000000000003
O301702,C100198,2024-11-25,Australia,409.68
O301703,C100718,2024-05-07,Australia,70.04
O301704,C100360,2024-01-05,Canada,982.4499999999999
O301705,C100424,2024-03-08,Italy,638.78
O301706,C100968,2024-12-20,United Kingdom,913.89
O301707,C100148,2025-02-11,Brazil,491.1700000000001
O301708,C100475,2024-04-17,India,125.71
O301709,C100223,2025-08-28,Italy,275.04
O301710,C100579,2024-08-06,India,681.5
O301711,C100398,2024-04-12,Sweden,1750.6799999999998
O301712,C100055,2024-11-01,India,53.36
O301713,C100084,2024-08-26,France,380.36
O301714,C101022,2024-03-20,Brazil,857.6800000000001
O301715,C100068,2024-03-25,India,809.51
O301716,C100939,2024-02-12,United Kingdom,545.09
O301717,C101099,2025-02-22,Australia,1644.4699999999998
O301718,C100558,2025-01-02,United Kingdom,273.42
O301719,C100374,2024-05-31,India,420.77
O301720,C100931,2024-11-02,United States,43.25
O301721,C101178,2024-09-12,India,540.87
O301722,C100144,2025-07-26,Canada,240.0
O301723,C101157,2025-08-19,Sweden,27.3
O301724,C101132,2024-04-28,Australia,22.13
O301725,C100171,2025-06-08,Germany,721.9
O301726,C100065,2024-10-23,Australia,278.37
O301727,C100857,2025-03-12,United Kingdom,2043.6299999999999
O301728,C100093,2025-03-18,India,218.28
O301729,C100720,2025-05-31,Canada,1083.75
O301730,C100077,2024-09-14,Canada,1184.98
O301731,C100828,2025-04-26,Brazil,742.98
O301732,C100278,2024-07-14,France,711.01
O301733,C100115,2024-03-08,United States,118.15
O301734,C100079,2024-11-01,India,63.56999999999999
O301735,C100226,2024-09-01,Germany,198.84
O301736,C100648,2025-03-23,Japan,21.86
O301737,C100091,2024-06-01,Japan,746.38
O301738,C100962,2024-03-08,Japan,644.9399999999999
O301739,C100724,2024-10-06,India,646.26
O301740,C100356,2025-04-27,Brazil,2360.5
O301741,C101183,2024-09-09,United States,1044.51
O301742,C100790,2025-07-25,South Korea,156.65
O301743,C100806,2024-01-02,Netherlands,405.13
O301744,C100208,2025-07-26,Canada,176.55
O301745,C100852,2024-05-17,Japan,436.27
O301746,C100671,2024-10-03,India,643.7099999999999
O301747,C101181,2025-02-25,Brazil,1710.06
O301748,C100573,2024-03-01,Australia,433.93
O301749,C100813,2025-08-13,Netherlands,568.02
O301750,C100409,2024-07-15,United Kingdom,623.77
O301751,C100048,2024-01-19,Spain,339.21
O301752,C100153,2024-08-07,United Kingdom,707.78
O301753,C101040,2025-07-13,Australia,341.39
O301754,C100885,2025-08-14,United States,2525.39
O301755,C100437,2024-01-26,India,392.25
O301756,C100837,2025-04-18,Canada,72.53
O301757,C100005,2025-07-27,Brazil,877.7
O301758,C100044,2025-03-01,France,70.16
O301759,C100608,2025-04-14,India,258.69
O301760,C100749,2024-10-16,United States,415.69
O301761,C101124,2025-08-07,Canada,1749.88
O301762,C100911,2024-02-18,India,136.32999999999998
O301763,C100308,2024-06-22,India,189.64
O301764,C100978,2025-02-21,Sweden,278.77
O301765,C100589,2024-02-28,Italy,585.95
O301766,C100991,2024-08-31,United States,171.45
O301767,C100208,2024-05-09,Canada,168.17000000000002
O301768,C100031,2024-12-11,Mexico,252.67
O301769,C100069,2024-05-08,India,640.35
O301770,C101189,2024-11-08,United States,575.87
O301771,C100096,2024-01-15,Australia,115.86
O301772,C101127,2024-09-06,Japan,1178.1499999999999
O301773,C100872,2025-06-21,United States,525.6500000000001
O301774,C100175,2024-11-14,Japan,1512.97
O301775,C101036,2024-11-15,India,782.4
O301776,C100173,2025-06-29,Mexico,61.42
O301777,C100171,2025-03-03,Germany,959.4200000000001
O301778,C100690,2025-07-02,United Kingdom,336.58000000000004
O301779,C100345,2025-07-04,India,122.19
O301780,C100348,2025-08-20,Japan,850.01
O301781,C100234,2024-11-27,Australia,1687.99
O301782,C100729,2024-09-10,United States,271.16999999999996
O301783,C100032,2024-11-30,United States,1317.71
O301784,C100294,2024-11-26,Australia,65.18
O301785,C100664,2024-12-17,Germany,7.94
O301786,C100583,2025-02-09,United States,545.47
O301787,C100839,2024-11-01,Sweden,191.64000000000001
O301788,C100259,2025-05-26,Canada,576.55
O301789,C100777,2024-07-09,Japan,262.56
O301790,C100911,2024-07-08,India,121.88
O301791,C100465,2024-12-20,Sweden,1433.1399999999999
O301792,C100308,2024-08-10,India,408.94
O301793,C100666,2024-10-04,United States,256.27
O301794,C100694,2024-01-03,India,1067.1100000000001
O301795,C100112,2024-11-24,Mexico,907.59
O301796,C100678,2025-06-22,Japan,483.15
O301797,C100185,2025-04-29,India,43.19
O301798,C100682,2025-02-16,United Kingdom,269.66
O301799,C101118,2024-12-24,Italy,565.42
O301800,C100644,2024-06-30,India,651.47
O301801,C100913,2024-04-25,Australia,952.8
O301802,C100371,2025-02-20,United States,782.9100000000001
O301803,C101107,2025-02-18,India,831.65
O301804,C100975,2024-08-06,India,189.96
O301805,C101100,2025-01-24,South Korea,879.0899999999999
O301806,C100889,2024-06-27,United Kingdom,554.06
O301807,C100779,2025-05-19,United Kingdom,468.96999999999997
O301808,C100630,2024-04-19,India,2416.49
O301809,C101113,2024-07-22,Japan,189.67000000000002
O301810,C101017,2024-11-16,Germany,515.86
O301811,C100500,2025-02-03,United States,462.34000000000003
O301812,C100102,2024-11-18,United States,142.53
O301813,C100004,2024-12-20,Netherlands,20.48
O301814,C100280,2024-10-02,India,1285.53
O301815,C100075,2025-06-21,India,924.6800000000001
O301816,C100253,2025-01-31,South Korea,280.38
O301817,C100131,2025-04-22,United States,246.89
O301818,C101177,2024-09-05,United Kingdom,120.78
O301819,C100114,2025-07-24,Brazil,949.6800000000001
O301820,C100752,2024-01-06,India,191.7
O301821,C100422,2024-07-19,Sweden,368.53999999999996
O301822,C100209,2024-03-18,Sweden,1153.7099999999998
O301823,C100841,2024-09-27,United States,619.72
O301824,C101164,2024-07-19,United States,101.94
O301825,C100948,2025-04-27,India,222.06
O301826,C101170,2024-06-12,Germany,814.89
O301827,C100708,2025-08-22,United States,195.54000000000002
O301828,C100808,2024-07-11,Japan,1142.47
O301829,C100175,2025-08-02,Japan,143.76999999999998
O301830,C101022,2024-01-21,Brazil,40.72
O301831,C100897,2025-07-13,France,44.47
O301832,C100304,2024-05-16,Netherlands,1034.56
O301833,C100425,2025-02-01,India,1231.92
O301834,C100733,2024-01-29,Netherlands,577.41
O301835,C100015,2024-11-02,Australia,549.08
O301836,C100981,2024-05-19,India,241.3
O301837,C100336,2025-05-09,Netherlands,395.26
O301838,C100089,2024-04-04,Canada,795.6
O301839,C100396,2024-06-21,France,22.42
O301840,C101002,2024-10-04,Spain,809.48
O301841,C100329,2024-09-30,Australia,157.44
O301842,C100647,2024-03-04,India,1239.3999999999999
O301843,C100974,2024-01-12,United States,1741.54
O301844,C100040,2025-04-24,Australia,666.51
O301845,C100911,2024-12-01,India,776.7900000000001
O301846,C100346,2025-04-13,Australia,423.96
O301847,C100834,2024-02-08,India,1820.98
O301848,C100225,2024-07-26,United States,679.96
O301849,C100166,2024-05-06,United States,118.57
O301850,C100945,2025-06-30,India,460.53999999999996
O301851,C100969,2025-01-03,Canada,2467.25
O301852,C101177,2024-03-28,United Kingdom,339.15999999999997
O301853,C100812,2025-07-12,Mexico,236.77
O301854,C100559,2024-01-12,Brazil,291.18
O301855,C100233,2025-06-20,Spain,146.45
O301856,C100354,2024-12-29,Netherlands,579.66
O301857,C100777,2024-12-12,Japan,470.21999999999997
O301858,C100415,2024-07-20,United States,249.32999999999998
O301859,C100580,2024-06-24,Australia,1019.23
O301860,C100201,2024-12-14,India,98.53
O301861,C100527,2024-08-27,Spain,196.26
O301862,C100285,2025-09-05,India,1396.33
O301863,C100134,2024-12-01,United States,889.1200000000001
O301864,C100158,2025-03-24,United States,418.59000000000003
O301865,C100621,2025-08-15,India,446.26
O301866,C100439,2024-02-02,United States,154.35
O301867,C100119,2025-05-22,Netherlands,247.37
O301868,C100617,2025-08-02,Germany,84.92
O301869,C100197,2025-04-01,United States,611.9399999999999
O301870,C100018,2024-09-16,United States,170.38
O301871,C100159,2024-01-24,United Kingdom,597.77
O301872,C100538,2024-01-12,United States,69.53
O301873,C101144,2025-03-28,Australia,602.94
O301874,C100290,2024-05-31,India,494.02
O301875,C100341,2025-07-31,Mexico,69.56
O301876,C100291,2024-12-14,Netherlands,253.68
O301877,C100426,2024-01-05,Netherlands,24.57
O301878,C100860,2024-11-17,Brazil,1362.96
O301879,C100386,2024-11-03,India,369.46
O301880,C100789,2024-07-23,United States,243.70999999999998
O301881,C101077,2025-01-05,United Kingdom,144.20999999999998
O301882,C101135,2024-05-17,Australia,242.46
O301883,C100675,2025-04-27,India,159.89
O301884,C100855,2025-06-15,United States,533.14
O301885,C101102,2025-03-24,India,381.59999999999997
O301886,C100944,2025-06-30,United Kingdom,409.59000000000003
O301887,C100359,2024-07-04,Canada,40.09
O301888,C100158,2024-12-02,United States,275.96000000000004
O301889,C100137,2024-09-10,India,340.34
O301890,C101058,2025-05-19,India,643.44
O301891,C100667,2025-02-26,Sweden,639.59
O301892,C100355,2025-03-14,Japan,335.68
O301893,C100414,2025-07-28,India,676.18
O301894,C100338,2024-05-10,Japan,191.24
O301895,C100962,2024-11-13,Japan,29.049999999999997
